VM;Powerstate;Template;CPUs;NICs
SEESMTSSAAUP056;poweredOn;False;4;1
SEESMTSSAAUP059;poweredOn;False;2;1
SEESMTSSAAUP060;poweredOn;False;4;1
SEESMTSSAAUP061;poweredOn;False;4;1
SEESMTSSAAUP062;poweredOn;False;16;1
SEESMTSSAAUP063;poweredOn;False;4;1
SEESMTSSAAUP064;poweredOn;False;2;1
SEESMTSSAAUP065;poweredOn;False;2;1
SEESMTSSAAUP066;poweredOn;False;4;1
SEESMTSSAAUP074;poweredOn;False;2;1
SEESMTSSAAUP086;poweredOn;False;16;1
SEESMTSSAAUP087;poweredOn;False;16;1
SEESMTSSAAUP088;poweredOn;False;16;1
SEESMTSSAAUP089;poweredOn;False;16;2
SEESMTSSAAUP090;poweredOn;False;8;1
SEESMTSSAAUP091;poweredOn;False;8;1
SEESMTSSAAUP092;poweredOn;False;2;1
SEESMTSSAAUP093;poweredOn;False;2;1
SEESMTSSAAUP094;poweredOn;False;2;1
SEESMTSSAAUP095;poweredOn;False;2;1
SEESMTSSAAUP099;poweredOn;False;2;1
SEESMTSSAAUP100;poweredOn;False;4;1
SEESMTSSAAUP101;poweredOn;False;4;1
SEESMTSSAAUP102;poweredOn;False;4;1
SEESMTSSAAUP207;poweredOn;False;2;1
SEESMTSSAAUP208;poweredOn;False;4;1
SEESMTSSAAUP209;poweredOn;False;4;1
SEESMTSSAAUP210;poweredOn;False;4;1
SEESMTSSAAUP211;poweredOn;False;4;1
SEESMTSSAAUP212;poweredOn;False;4;1
SEESMTSSAAUP241;poweredOn;False;8;1
SEESMTSSAAUP242;poweredOn;False;8;2
SEESMTSSAAUP246;poweredOn;False;8;1
SEESMTSSAAUP253;poweredOn;False;4;1
SEESMTSSAAUP254;poweredOn;False;4;1
SEESMTSSAAUP284;poweredOn;False;4;1
SEESMTSSAAUP285;poweredOn;False;8;1
SEESMTSSAAUP286;poweredOn;False;8;1
SEESMTSSAAUP287;poweredOn;False;8;1
SEESMTSSAAUP288;poweredOn;False;8;1
SEESMTSSAAUP293;poweredOn;False;2;2
SEESMTSSAAUP294;poweredOn;False;2;2
SEESMTSSAAUP295;poweredOn;False;8;2
SEESMTSSAAUP303;poweredOn;False;4;1
SEESMTSSAAUP304;poweredOn;False;6;2
SEESMTSSAAUP305;poweredOn;False;4;2
SEESMTSSAAUP306;poweredOn;False;4;1
SEESMTSSAAUP314;poweredOn;False;2;1
SEESMTSSAAUP315;poweredOn;False;2;1
SEESMTSSAAUP316;poweredOn;False;2;1
SEESMTSSAAUP333;poweredOn;False;2;1
SEESMTSSAAUP341;poweredOn;False;4;2
SEESMTSSAAUP342;poweredOn;False;4;2
SEESMTSSAAUP351;poweredOn;False;4;2
SEESMTSSAAUP352;poweredOn;False;4;2
SEESMTSSAAUP353;poweredOn;False;4;2
SEESMTSSAAUP354;poweredOn;False;4;2
SEESMTSSAAUP355;poweredOn;False;4;2
SEESMTSSAAUP356;poweredOn;False;4;2
SEESMTSSAAUP357;poweredOn;False;8;1
SEESMTSSAAUP358;poweredOn;False;8;1
SEESMTSSAAUP362;poweredOn;False;4;1
SEESMTSSAAUP363;poweredOn;False;8;1
SEESMTSSAAUP364;poweredOn;False;8;1
SEESMTSSAAUP365;poweredOn;False;8;2
SEESMTSSAAUP366;poweredOn;False;8;2
SEESMTSSAAUP367;poweredOn;False;8;1
SEESMTSSAAUP368;poweredOn;False;8;1
SEESMTSSAAUP369;poweredOn;False;8;1
SEESMTSSAAUP371;poweredOn;False;4;1
SEESMTSSAAUP372;poweredOn;False;4;1
SEESMTSSAAUP373;poweredOn;False;32;2
SEESMTSSAAUP374;poweredOn;False;8;1
SEESMTSSAAUP375;poweredOn;False;8;2
SEESMTSSAAUP376;poweredOn;False;4;1
SEESMTSSAAUP378;poweredOn;False;4;2
SEESMTSSAAUP379;poweredOn;False;4;1
SEESMTSSAAUP381;poweredOn;False;4;1
SEESMTSSAAUP382;poweredOn;False;4;1
SEESMTSSAAUP383;poweredOn;False;8;1
SEESMTSSAAUP385;poweredOn;False;8;1
SEESMTSSAAUP388;poweredOn;False;2;2
SEESMTSSAAUP392;poweredOn;False;4;1
SEESMTSSAAUP393;poweredOn;False;4;1
SEESMTSSAAUP396;poweredOn;False;4;1
SEESMTSSAAUP397;poweredOn;False;4;1
SEESMTSSAAUP398;poweredOn;False;2;1
SEESMTSSAAUP399;poweredOn;False;2;1
SEESMTSSAAUP400;poweredOn;False;2;1
SEESMTSSAAUP401;poweredOn;False;2;1
SEESMTSSAAWC001;poweredOn;False;2;2
SEESMTSSAAWC019;poweredOn;False;4;1
SEESMTSSAAWC023;poweredOn;False;2;2
SEESMTSSAAWC025;poweredOn;False;2;1
SEESMTSSAAWC027;poweredOn;False;8;1
SEESMTSSAAWC028;poweredOn;False;40;1
SEESMTSSAAWC029;poweredOn;False;8;1
SEESMTSSAAWC031;poweredOn;False;8;1
SEESMTSSAAWC032;poweredOn;False;4;1
SEESMTSSAAWC033;poweredOn;False;4;1
SEESMTSSAAWC034;poweredOn;False;4;1
SEESMTSSAAWC035;poweredOn;False;2;3
SEESMTSSAAWC036;poweredOn;False;4;3
SEESMTSSAAWC037;poweredOn;False;4;1
SEESMTSSAAWC038;poweredOn;False;4;1
SEESMTSSAAWC039;poweredOn;False;4;1
SEESMTSSAAWC040;poweredOn;False;4;1
SEESMTSSAAWC077;poweredOn;False;4;1
SEESMTSSAAWC078;poweredOn;False;4;1
SEESMTSSAAWC079;poweredOn;False;4;1
SEESMTSSAAWC439;poweredOn;False;4;1
SEESMTSSAAWC451;poweredOn;False;4;2
SEESMTSSAAWP001;poweredOn;False;2;2
SEESMTSSAAWP002;poweredOn;False;2;1
SEESMTSSAAWP004;poweredOn;False;2;1
SEESMTSSAAWP005;poweredOn;False;2;1
SEESMTSSAAWP006;poweredOn;False;2;1
SEESMTSSAAWP007;poweredOn;False;4;1
SEESMTSSAAWP008;poweredOn;False;16;1
SEESMTSSAAWP009;poweredOn;False;2;1
SEESMTSSAAWP010;poweredOn;False;2;1
SEESMTSSAAWP011;poweredOn;False;2;2
SEESMTSSAAWP012;poweredOn;False;2;2
SEESMTSSAAWP013;poweredOn;False;2;2
SEESMTSSAAWP015;poweredOn;False;8;1
SEESMTSSAAWP016;poweredOn;False;2;1
SEESMTSSAAWP020;poweredOn;False;2;1
SEESMTSSAAWP023;poweredOn;False;4;1
SEESMTSSAAWP025;poweredOn;False;2;3
SEESMTSSAAWP026;poweredOn;False;2;1
SEESMTSSAAWP027;poweredOn;False;2;1
SEESMTSSAAWP028;poweredOn;False;6;1
SEESMTSSAAWP038;poweredOn;False;8;1
SEESMTSSAAWP039;poweredOn;False;8;1
SEESMTSSAAWP040;poweredOn;False;8;1
SEESMTSSAAWP041;poweredOn;False;8;1
SEESMTSSAAWP042;poweredOn;False;8;1
SEESMTSSAAWP043;poweredOn;False;8;1
SEESMTSSAAWP044;poweredOn;False;8;1
SEESMTSSAAWP045;poweredOn;False;8;1
SEESMTSSAAWP046;poweredOn;False;8;1
SEESMTSSAAWP047;poweredOn;False;8;1
SEESMTSSAAWP053;poweredOn;False;2;1
SEESMTSSAAWP054;poweredOn;False;2;1
SEESMTSSAAWP055;poweredOn;False;2;1
SEESMTSSAAWP057;poweredOn;False;2;1
SEESMTSSAAWP059;poweredOn;False;2;1
SEESMTSSAAWP065;poweredOn;False;8;1
SEESMTSSAAWP066;poweredOn;False;4;1
SEESMTSSAAWP067;poweredOn;False;8;1
SEESMTSSAAWP068;poweredOn;False;8;1
SEESMTSSAAWP069;poweredOn;False;8;1
SEESMTSSAAWP071;poweredOn;False;8;1
SEESMTSSAAWP072;poweredOn;False;4;1
SEESMTSSAAWP073;poweredOn;False;8;1
SEESMTSSAAWP075;poweredOn;False;8;1
SEESMTSSAAWP077;poweredOn;False;4;1
SEESMTSSAAWP078;poweredOn;False;4;1
SEESMTSSAAWP079;poweredOn;False;8;1
SEESMTSSAAWP080;poweredOn;False;2;2
SEESMTSSAAWP081;poweredOn;False;4;2
SEESMTSSAAWP082;poweredOn;False;4;1
SEESMTSSAAWP083;poweredOn;False;4;1
SEESMTSSAAWP084;poweredOn;False;6;1
SEESMTSSAAWP085;poweredOn;False;8;1
SEESMTSSAAWP086;poweredOn;False;4;1
SEESMTSSAAWP087;poweredOn;False;4;1
SEESMTSSAAWP088;poweredOn;False;4;1
SEESMTSSAAWP089;poweredOn;False;4;1
SEESMTSSAAWP097;poweredOn;False;4;1
SEESMTSSAAWP098;poweredOn;False;4;1
SEESMTSSAAWP099;poweredOn;False;4;1
SEESMTSSAAWP100;poweredOn;False;4;1
SEESMTSSAAWP101;poweredOn;False;4;1
SEESMTSSAAWP102;poweredOn;False;4;1
SEESMTSSAAWP104;poweredOn;False;4;1
SEESMTSSAAWP105;poweredOn;False;8;1
SEESMTSSAAWP106;poweredOn;False;8;1
SEESMTSSAAWP107;poweredOn;False;8;1
SEESMTSSAAWP108;poweredOn;False;4;1
SEESMTSSAAWP109;poweredOn;False;16;1
SEESMTSSAAWP110;poweredOn;False;8;1
SEESMTSSAAWP407;poweredOn;False;24;1
SEESMTSSAAWP488;poweredOn;False;2;1
SEESMTSSAAWP598;poweredOn;False;32;1
SEESMTSSAAWP599;poweredOn;False;16;1
SEESMTSSAAWP600;poweredOn;False;32;1
SEESMTSSAAWP601;poweredOn;False;32;1
SEESMTSSAAWP602;poweredOn;False;6;1
SEESMTSSAAWP603;poweredOn;False;12;1
SEESMTSSAAWP605;poweredOn;False;2;1
SEESMTSSAAWP634;poweredOn;False;2;1
SEESMTSSAAWP669;poweredOn;False;4;1
SEESMTSSAAWP681;poweredOn;False;2;1
SEESMTSSAAWP683;poweredOn;False;4;1
SEESMTSSAAWP684;poweredOn;False;4;1
SEESMTSSAAWP685;poweredOn;False;2;1
SEESMTSSAAWP687;poweredOn;False;4;1
SEESMTSSAAWP688;poweredOn;False;4;1
SEESMTSSAAWP692;poweredOn;False;4;2
SEESMTSSAAWP704;poweredOn;False;2;1
SEESMTSSAAWP706;poweredOn;False;2;1
SEESMTSSAAWP707;poweredOn;False;2;1
SEESMTSSAAWP709;poweredOn;False;2;1
SEESMTSSAAWP787;poweredOn;False;4;1
SEESMTSSAAWP800;poweredOn;False;6;1
SEESMTSSAAWP801;poweredOn;False;4;1
SEESMTSSAAWP860;poweredOn;False;4;1
SEESMTSSAAWP873;poweredOn;False;4;1
SEESMTSSAAWP874;poweredOn;False;2;1
SEESMTSSAAWZ003;poweredOn;False;6;1
SEESMTSSAAWZ007;poweredOn;False;8;1
SEESMTSSAAWZ008;poweredOn;False;4;1
SEESMTSSAAWZ009;poweredOn;False;8;1
SEESMTSSAAWZ030;poweredOn;False;4;1
SEESMTSSAAWZ032;poweredOn;False;4;1
SEESMTSSAAWZ033;poweredOn;False;4;1
SEESMTSSAAWZ035;poweredOn;False;4;1
SEESMTSSAAWZ036;poweredOn;False;12;1
SEESMTSSAAWZ037;poweredOn;False;12;1
SEESMTSSAAWZ045;poweredOn;False;4;1
SEESMTSSAAWZ046;poweredOn;False;4;1
SEESMTSSAAWZ047;poweredOn;False;4;1
SEESMTSSABUC002;poweredOn;False;4;2
SEESMTSSABUC003;poweredOn;False;4;2
SEESMTSSABUC004;poweredOn;False;4;2
SEESMTSSABUC005;poweredOn;False;4;2
SEESMTSSABUP001;poweredOn;False;4;2
SEESMTSSABUP002;poweredOn;False;4;2
SEESMTSSABUP003;poweredOn;False;8;2
SEESMTSSABUP004;poweredOn;False;8;2
SEESMTSSABUP005;poweredOn;False;4;2
SEESMTSSABUP006;poweredOn;False;4;2
SEESMTSSABUP007;poweredOn;False;4;2
SEESMTSSABUP008;poweredOn;False;4;2
SEESMTSSABUP064;poweredOn;False;2;1
SEESMTSSABUP065;poweredOn;False;4;1
SEESMTSSGAOP018;poweredOn;False;4;2
SEESMTSSGAOP019;poweredOn;False;4;2
SEESMTSSGAOP020;poweredOn;False;4;2
SEESMTSSGAOP021;poweredOn;False;4;2
SEESMTSSGAOP022;poweredOn;False;4;2
SEESMTSSGAOP023;poweredOn;False;4;2
SEESMTSSGAOP024;poweredOn;False;4;2
SEESMTSSGAOP025;poweredOn;False;4;2
SEESMTSSGAOP026;poweredOn;False;4;2
SEESMTSSGAOP027;poweredOn;False;4;2
SEESMTSSGAOP028;poweredOn;False;4;2
SEESMTSSGAOP029;poweredOn;False;4;2
SEESMTSSGAOP031;poweredOn;False;4;2
SEESMTSSGAOP032;poweredOn;False;4;2
SEESMTSSGAOP033;poweredOn;False;4;2
SEESMTSSGAOP034;poweredOn;False;4;2
SEESMTSSGAOP035;poweredOn;False;4;2
SEESMTSSGAOP036;poweredOn;False;4;2
SEESMTSSGAOP037;poweredOn;False;4;2
SEESMTSSGAOP038;poweredOn;False;4;2
SEESMTSSGAOP039;poweredOn;False;4;2
SEESMTSSGAOP040;poweredOn;False;4;2
SEESMTSSGAOP041;poweredOn;False;4;2
SEESMTSSGAOP042;poweredOn;False;4;2
SEESMTSSGAOP043;poweredOn;False;4;2
SEESMTSSGAOP044;poweredOn;False;4;2
SEESMTSSGAOP045;poweredOn;False;4;2
SEESMTSSGAOP046;poweredOn;False;4;2
SEESMTSSGAOP047;poweredOn;False;4;2
SEESMTSSGAOP048;poweredOn;False;4;2
SEESMTSSGAOP050;poweredOn;False;4;2
SEESMTSSGAOP068;poweredOn;False;2;1
SEESMTSSGAOP069;poweredOn;False;4;2
SEESMTSSGAOP070;poweredOn;False;4;2
SEESMTSSGAOP071;poweredOn;False;4;2
SEESMTSSGAOP072;poweredOn;False;4;2
SEESMTSSGAOP073;poweredOff;False;4;2
SEESMTSSGAOP074;poweredOn;False;4;2
SEESMTSSGAOP075;poweredOn;False;4;2
SEESMTSSGAOP076;poweredOn;False;4;2
SEESMTSSGAOP077;poweredOn;False;4;2
SEESMTSSGAOP078;poweredOn;False;4;2
SEESMTSSGAOP079;poweredOn;False;8;2
SEESMTSSGAOP088;poweredOn;False;4;1
SEESMTSSGAOP210;poweredOn;False;4;1
SEESMTSSGAUP001;poweredOn;False;2;1
SEESMTSSGAUP002;poweredOn;False;2;1
SEESMTSSGAUP005;poweredOn;False;12;6
SEESMTSSGAUP009;poweredOn;False;12;6
SEESMTSSGAUP012;poweredOn;False;12;6
SEESMTSSGAUP015;poweredOn;False;12;6
SEESMTSSGAWP662;poweredOn;False;4;1
SEESMTSSGAWP663;poweredOn;False;2;1
SEESMTSSGAWP664;poweredOn;False;2;1
SEESMTSSGAWP665;poweredOn;False;2;1
SEESMTSSGAWP666;poweredOn;False;2;1
SEESMTSSGAWP667;poweredOn;False;6;1
SEESMTSWEAUC003;poweredOn;False;2;1
SEESMTSWEAUC004;poweredOn;False;2;1
SEESMTSWEAUC005;poweredOn;False;2;1
SEESMTSWEAUC006;poweredOn;False;2;1
SEESMTSWEAUC007;poweredOn;False;2;1
SEESMTSWEAUP003;poweredOn;False;4;1
SEESMTSWEAUP004;poweredOn;False;2;1
SEESMTSWEAUP005;poweredOn;False;2;1
SEESMTSWEAUP006;poweredOn;False;4;1
SEESMTSWEAUP007;poweredOn;False;4;1
SEESMTSWEAUP192;poweredOn;False;2;1
SEESMTSWEAUP268;poweredOn;False;8;1
SEESMTSWEAUP317;poweredOn;False;2;1
SEESMTSWEAUP318;poweredOn;False;2;1
SEESMTSWEAUP330;poweredOn;False;2;1
SEESMTSWEAUP331;poweredOn;False;2;1
SEESMTSWEAUT028;poweredOn;False;4;2
SEESMTSWEAWC002;poweredOn;False;2;2
SEESMTSWEAWC009;poweredOn;False;4;1
SEESMTSWEAWC012;poweredOn;False;4;1
SEESMTSWEAWC013;poweredOn;False;4;1
SEESMTSWEAWC014;poweredOn;False;4;1
SEESMTSWEAWP001;poweredOn;False;4;1
SEESMTSWEAWP002;poweredOn;False;2;2
SEESMTSWEAWP007;poweredOn;False;2;1
SEESMTSWEAWP008;poweredOn;False;4;1
SEESMTSWEAWP009;poweredOn;False;4;1
SEESMTSWEAWP011;poweredOn;False;8;2
SEESMTSWEAWP012;poweredOn;False;8;2
SEESMTSWEAWP013;poweredOn;False;4;1
SEESMTSWEAWP023;poweredOn;False;4;1
SEESMTSWEAWP024;poweredOn;False;4;1
SEESMTSWEAWP025;poweredOn;False;4;1
SEESMTSWEAWP026;poweredOn;False;4;1
SEESMTSWEAWP027;poweredOn;False;4;1
SEESMTSWEAWP028;poweredOn;False;4;1
SEESMTSWEAWP029;poweredOn;False;4;1
SEESMTSWEAWP030;poweredOn;False;4;1
SEESMTSWEAWP031;poweredOn;False;4;1
SEESMTSWEAWP032;poweredOn;False;8;1
SEESMTSWEAWP604;poweredOn;False;4;1
SEESMTSWEAWP615;poweredOn;False;4;1
SEESMTSWEAWP670;poweredOn;False;4;1
SEESMTSWEAWP711;poweredOn;False;4;1
SEESMTSWEAWP743;poweredOn;False;2;1
SEESMTSWEAWP751;poweredOn;False;4;1
SEESMTSWEAWP752;poweredOn;False;4;1
SEESMTSWEAWP753;poweredOn;False;4;1
SEESMTSWEAWP754;poweredOn;False;4;1
SEESMTSWEAWP842;poweredOn;False;2;1
SEESMTSWEAWP843;poweredOn;False;2;1
SEESMTSWEAWP867;poweredOn;False;2;1
SEESMTSWEBWP697;poweredOn;False;4;1
SEESMTSWEBWP744;poweredOn;False;2;1
SEESMTSWFAWP001;poweredOn;False;4;1
SEESMTSWFAWP693;poweredOn;False;2;1
SEESMTSWFAWP694;poweredOn;False;2;1
SEESMTSWFAWP727;poweredOn;False;2;1
SEESMTSWFAWP728;poweredOn;False;2;1
SEESMTSWQAUP001;poweredOn;False;4;1
SEESMTSWQAWP726;poweredOn;False;2;1
SEESMTSWTAWP001;poweredOn;False;2;1
SEESMTSWTAWP002;poweredOn;False;2;1
SEESMTSWVAUC001;poweredOn;False;2;1
SEESMTSWVAUC002;poweredOn;False;2;1
SEESMTSWVAUC003;poweredOn;False;2;1
SEESMTSWVAUC004;poweredOn;False;2;1
SEESMTSWVAUP001;poweredOn;False;2;1
SEESMTSWVAUP002;poweredOn;False;2;1
SEESMTSWVAUP003;poweredOn;False;2;1
SEESMTSWVAUP004;poweredOn;False;2;1
SEESMTSWVAUT001;poweredOn;False;2;1
SEESMTSWVAWP699;poweredOn;False;4;1
SEESMTSWVAWP798;poweredOn;False;4;1
SEESMTSWVAWP799;poweredOn;False;4;1
SEESMTSWVAWT015;poweredOn;False;2;1
SEESMTSWVAWT016;poweredOn;False;4;1
SEESMTSWVAWT019;poweredOn;False;4;1
SEESMTSWVAWT020;poweredOn;False;4;1
SIDISPRIMETEST;poweredOn;False;4;1
vSAN File Service Node (1);poweredOn;False;4;1
vSAN File Service Node (10);poweredOn;False;4;1
vSAN File Service Node (11);poweredOn;False;4;1
vSAN File Service Node (12);poweredOn;False;4;1
vSAN File Service Node (13);poweredOn;False;4;1
vSAN File Service Node (14);poweredOn;False;4;1
vSAN File Service Node (2);poweredOn;False;4;1
vSAN File Service Node (3);poweredOn;False;4;1
vSAN File Service Node (4);poweredOn;False;4;1
vSAN File Service Node (5);poweredOn;False;4;1
vSAN File Service Node (6);poweredOn;False;4;1
vSAN File Service Node (7);poweredOn;False;4;1
vSAN File Service Node (8);poweredOn;False;4;1
vSAN File Service Node (9);poweredOn;False;4;1
WASCONSOLE;poweredOn;False;2;1
win-ansible-01;poweredOn;False;4;1
win-ansible-04;poweredOn;False;4;1
win-vm-from-ansible-02;poweredOn;False;4;1
0_19012024_afectado_seguridad_Ivanti_SEESMTSCOAWP719;poweredOff;False;12;1
0_SEESMTSCOAWP468_CLON_TEST;poweredOff;False;8;1
0_Template_veeam_proxy_HCI;poweredOff;True;1;1
0_TEMPLATE_W2019_v5_Datacenter;poweredOn;False;4;1
0_TEMPLATE_W2019_v5_Datacenter;poweredOff;True;4;1
0_TEMPLATE_W2022_DATACENTER_v1;poweredOff;False;4;1
0_TEMPLATE_W2022_DATACENTER_v1;poweredOff;True;4;1
ESEATMASV00345;poweredOn;False;2;4
ESEATMASV00412;poweredOn;False;8;6
ESEATMASV00414;poweredOn;False;6;6
ESEATMASV00439;poweredOn;False;4;5
ESEATMASV00449;poweredOn;False;2;4
ESEATMASV00458;poweredOn;False;8;4
ESEATMASV00475;poweredOn;False;4;6
ESEATMASV00476;poweredOn;False;20;8
ESEATMASV00584;poweredOn;False;2;2
ESEATMASV01801;poweredOn;False;4;8
ESEATMASV01802;poweredOn;False;6;8
ESEATMAUV00007;poweredOn;False;2;4
export;poweredOn;False;2;1
GraphiteVA;poweredOn;False;2;2
SEESMTSAPAWP003;poweredOn;False;2;1
SEESMTSAPAWP004;poweredOn;False;8;1
SEESMTSAPAWP005;poweredOff;False;2;3
SEESMTSAPAWP435;poweredOn;False;2;6
SEESMTSAPAWP617;poweredOn;False;8;10
SEESMTSAPAWP622;poweredOn;False;8;6
SEESMTSAPAWP625;poweredOn;False;2;4
SEESMTSAPAWP870;poweredOn;False;2;1
SEESMTSCOAWP001;poweredOn;False;2;1
SEESMTSCOAWP003;poweredOn;False;6;1
SEESMTSCOAWP005;poweredOn;False;2;1
SEESMTSCOAWP010;poweredOn;False;2;1
SEESMTSCOAWP014;poweredOn;False;4;1
SEESMTSCOAWP405;poweredOn;False;4;1
SEESMTSCOAWP414;poweredOn;False;4;1
SEESMTSCOAWP419;poweredOn;False;2;1
SEESMTSCOAWP468;poweredOn;False;8;1
SEESMTSCOAWP472;poweredOn;False;2;1
SEESMTSCOAWP673;poweredOn;False;4;1
SEESMTSCOAWP686;poweredOn;False;2;2
SEESMTSCOAWP692;poweredOn;False;2;1
SEESMTSCOAWP707;poweredOn;False;4;1
SEESMTSCOAWP710;poweredOn;False;2;1
SEESMTSCOAWP712;poweredOn;False;2;1
SEESMTSCOAWP716;poweredOn;False;16;1
SEESMTSCOAWP717;poweredOn;False;16;1
SEESMTSCOAWP718;poweredOn;False;8;2
SEESMTSCOAWP719;poweredOn;False;16;1
SEESMTSCOAWP725;poweredOn;False;4;1
SEESMTSCOAWP732;poweredOn;False;2;1
SEESMTSCOAWP745;poweredOn;False;2;1
SEESMTSCOAWP748;poweredOn;False;3;1
SEESMTSCOAWP749;poweredOn;False;2;1
SEESMTSCOAWP750;poweredOn;False;4;1
SEESMTSCOAWP763;poweredOn;False;2;1
SEESMTSCOAWP776;poweredOn;False;4;1
SEESMTSCOAWP780;poweredOn;False;4;1
SEESMTSCOAWP785;poweredOn;False;2;1
SEESMTSCOAWP786;poweredOn;False;2;1
SEESMTSCOAWP788;poweredOn;False;2;1
SEESMTSCOAWP790;poweredOn;False;2;1
SEESMTSCOAWP810;poweredOn;False;2;1
SEESMTSCOAWP811;poweredOn;False;2;1
SEESMTSCOAWP814;poweredOn;False;4;1
SEESMTSCOAWP815;poweredOn;False;4;1
SEESMTSCOAWP826;poweredOn;False;4;1
SEESMTSCOAWP846;poweredOn;False;2;1
SEESMTSCOAWP848;poweredOn;False;2;1
SEESMTSCOAWP859;poweredOn;False;2;1
SEESMTSCOAWP861;poweredOff;False;16;1
SEESMTSCOAWP862;poweredOff;False;16;1
SEESMTSDCAWP870;poweredOn;False;2;3
SEESMTSDCAWP871;poweredOn;False;2;3
SEESMTSHMAUP320;poweredOn;False;2;4
SEESMTSSAAUP042;poweredOn;False;8;2
SEESMTSSAAUP054;poweredOn;False;2;1
SEESMTSSAAUP103;poweredOn;False;4;1
SEESMTSSAAWP035;poweredOn;False;8;3
SEESMTSSAAWP036;poweredOn;False;8;3
SEESMTSSAAWP037;poweredOn;False;12;3
SEESMTSSAAWP052;poweredOn;False;8;1
SEESMTSSAAWP074;poweredOn;False;4;1
SEESMTSSAAWP076;poweredOn;False;4;1
SEESMTSSAAWP091;poweredOn;False;4;1
SEESMTSSAAWP092;poweredOn;False;4;1
SEESMTSSAAWP093;poweredOn;False;4;1
SEESMTSSAAWP781;poweredOn;False;2;3
SEESMTSSAAWP872;poweredOn;False;8;1
SEESMTSSAAWP875;poweredOn;False;4;4
SEESMTSSGAOP001;poweredOn;False;8;1
SEESMTSSGAOP012;poweredOn;False;4;2
SEESMTSSGAOP013;poweredOn;False;4;2
SEESMTSSGAOP014;poweredOn;False;4;2
SEESMTSSGAOP015;poweredOn;False;4;2
SEESMTSSGAOP016;poweredOn;False;4;2
SEESMTSSGAOP017;poweredOn;False;4;2
SEESMTSSGAOP053;poweredOn;False;8;1
SEESMTSSGAOP054;poweredOn;False;8;1
SEESMTSSGAOP055;poweredOn;False;8;1
SEESMTSSGAOP057;poweredOn;False;16;1
SEESMTSSGAOP059;poweredOn;False;16;1
SEESMTSSGAOP060;poweredOn;False;8;1
SEESMTSSGAOP062;poweredOff;False;12;1
SEESMTSSGAOP063;poweredOn;False;8;1
SEESMTSSGAOP064;poweredOn;False;8;1
SEESMTSSGAOP218;poweredOn;False;8;3
SEESMTSSGAOP219;poweredOn;False;16;3
SEESMTSSGAUP004;poweredOn;False;6;3
SEESMTSSGAWP001;poweredOn;False;2;2
SEESMTSSGAWP002;poweredOn;False;2;2
SEESMTSSGAWP003;poweredOn;False;2;2
SEESMTSSGAWP005;poweredOn;False;2;1
SEESMTSSGAWP006;poweredOn;False;4;2
SEESMTSSGAWP007;poweredOn;False;4;2
SEESMTSSGAWP009;poweredOn;False;4;4
SEESMTSSGAWP010;poweredOn;False;4;2
SEESMTSSGAWP675;poweredOn;False;8;2
APPSTACKOFI;poweredOff;False;1;1
cp-parent-5bc9ab55-4945-4ed8-bf03-22bb7325eebb;poweredOn;False;8;1
cp-parent-a4e3688e-6c98-4da7-b6ee-5b85273dc0ec;poweredOn;False;8;1
cp-parent-bc43c6df-d22a-4400-9da1-0158de6ff1a6;poweredOn;False;8;1
cp-replica-0ff4f308-e55b-4c61-991c-f36b421d9a98;poweredOff;False;8;1
cp-replica-2b82dc32-e3da-44db-8acd-74474c605ceb;poweredOff;False;12;1
cp-replica-3c85fd77-af65-4028-8d74-53ab4df4dc3a;poweredOff;False;8;1
cp-replica-62df511b-6658-47c0-ab82-7ec81bf895a5;poweredOff;False;8;1
cp-replica-6a15b57c-7b83-421a-859c-81ae8ae11192;poweredOff;False;8;1
cp-replica-75ae5f51-820e-4cf0-92fc-f9664e3d1edb;poweredOff;False;8;1
cp-replica-7e56cd1b-73de-406a-af7e-4887555df729;poweredOff;False;8;1
cp-replica-8b73983e-e5e0-4788-8cc2-c9a86dcbf9ee;poweredOff;False;8;1
cp-replica-989fc0a9-8e78-495e-886e-1c409757a94a;poweredOff;False;8;1
cp-replica-a8befbaa-6343-41ff-a6b0-6d410a3a7490;poweredOff;False;12;1
cp-replica-b7c89fb5-7043-41f9-bace-e45ca45ceb4a;poweredOff;False;12;1
cp-replica-f0eebcb5-6515-4aae-9180-c9433704ba5f;poweredOff;False;12;1
cp-template-0b27b6f7-2d4f-4bec-b813-e1126a15bd86;poweredOff;False;8;1
cp-template-301f1324-299f-49f9-86d4-8d36e5e63d2a;poweredOff;False;8;1
cp-template-32322e99-9d3c-43c8-a4fd-984b90de037d;poweredOff;False;8;1
cp-template-639f92e9-3662-4cd9-8e4b-81776a3bd9d4;poweredOff;False;12;1
cp-template-7ca78421-2739-4bbd-9239-684b2261bf41;poweredOff;False;8;1
cp-template-9271aa51-e5e0-4470-a7d7-794967d11427;poweredOff;False;8;1
cp-template-a17c95f1-1994-46a0-af17-b482e3b14361;poweredOff;False;8;1
cp-template-aa2d3366-8843-4469-a78f-dbe43ba53b65;poweredOff;False;12;1
cp-template-b1a80e9e-2851-40b5-bf87-0d4e9201553a;poweredOff;False;12;1
cp-template-db6d7441-5d58-4336-98cf-222f4f9c621d;poweredOff;False;12;1
cp-template-e0429608-81d0-480b-af57-0662cd87bd16;poweredOff;False;8;1
cp-template-ef86e516-976a-484e-8776-7a608abddbe5;poweredOff;False;8;1
