VM;Powerstate;Template;CPUs;NICs
EN VALIDACION -W10MASCAX_HPC_22H2_0224;poweredOn;False;12;1
LNXKEY01;poweredOn;False;8;1
lnxpki01;poweredOn;False;8;1
lnxpki02;poweredOn;False;8;1
LNXPRE01;poweredOff;False;8;1
LNXPRE02;poweredOn;False;8;1
lnxpre128gic01;poweredOn;False;8;1
lnxpre128gic02;poweredOn;False;8;1
lnxpre-master-tmpl-hpc-128gic-v1-1311;poweredOff;False;8;1
lnxpre-master-tmpl-hpc-128gic-v1-1312;poweredOff;False;8;1
lnxpre-master-tmpl-hpc-128gic-v1-3010;poweredOff;False;8;1
LNXPROD128G001;poweredOn;False;8;1
LNXPROD128G01;poweredOn;False;8;1
LNXPROD128G02;poweredOn;False;8;1
LNXPROD128G03;poweredOn;False;8;1
LNXPROD128G04;poweredOff;False;8;1
LNXPROD128G06;poweredOff;False;8;1
LNXPROD128G07;poweredOff;False;8;1
LNXPROD128G08;poweredOn;False;8;1
LNXPROD128G12;poweredOn;False;8;1
LNXPROD128G13;poweredOff;False;8;1
LNXPROD128G14;poweredOff;False;8;1
LNXPROD128G15;poweredOff;False;8;1
lnxprod128gHPC-template-240423;poweredOff;True;8;1
lnxprod128gic01;poweredOn;False;8;1
lnxprod128gic02;poweredOn;False;8;1
lnxprod128gic03;poweredOn;False;8;1
lnxprod128gic04;poweredOn;False;8;1
lnxprod128gic05;poweredOn;False;8;1
lnxprod128gic06;poweredOn;False;8;1
lnxprod128gic07;poweredOn;False;8;1
lnxprod128gic08;poweredOn;False;8;1
lnxprod128gic09;poweredOn;False;8;1
lnxprod128gic10;poweredOn;False;8;1
lnxprod128gic11;poweredOn;False;8;1
lnxprod128gic12;poweredOn;False;8;1
lnxprod128gic13;poweredOn;False;8;1
lnxprod128gic14;poweredOn;False;8;1
lnxprod128gic15;poweredOn;False;8;1
lnxprod128g-IC-template-CAXLNX-060822;poweredOff;True;8;1
lnxprod128g-template-CAX-140423;poweredOff;True;8;1
lnxprod128g-template-CAXLNX-140423;poweredOff;True;8;1
lnxprod128g-template-CAXLNX-240423;poweredOff;False;8;1
lnxprod128g-template-HPC-KEY;poweredOff;True;8;1
lnxprod128g-template-HPCLNX-RHEL8;poweredOff;True;8;1
LNXPROD128H01;poweredOn;False;8;1
LNXPROD256G03;poweredOn;False;8;1
LNXPROD256G04;poweredOff;False;8;1
LNXPROD256G05;poweredOff;False;8;1
LNXPROD256G06;poweredOff;False;8;1
LNXPROD256G07;poweredOff;False;8;1
LNXPROD256GIC01;poweredOn;False;8;1
LNXPROD256GIC02;poweredOn;False;8;1
LNXPROD256GIC03;poweredOn;False;8;1
LNXPROD256GIC04;poweredOn;False;8;1
LNXPROD256GIC05;poweredOn;False;8;1
LNXPROD256GIC06;poweredOn;False;8;1
LNXPROD256GIC07;poweredOn;False;8;1
LNXPROD256GIC08;poweredOn;False;8;1
LNXPROD256GIC09;poweredOn;False;8;1
LNXPROD256GIC10;poweredOn;False;8;1
lnxprod256gIC-template-140423;poweredOff;False;8;1
lnxprod256gIC-template-240423;poweredOff;False;8;1
lnxprod256g-IC-template-CAXLNX-060822;poweredOff;False;8;1
lnxprod256g-template-CAX-140423;poweredOff;True;8;1
lnxprod256g-template-CAX-240423;poweredOff;False;8;1
LNXPROD256T01;poweredOn;False;8;1
LNXPROD64G001;poweredOff;False;8;1
LNXPROD64G002;poweredOff;False;8;1
LNXPROD64G003;poweredOff;False;8;1
LNXPROD64G005;poweredOff;False;8;1
LNXPROD64G006;poweredOff;False;8;1
LNXPROD64G007;poweredOn;False;8;1
LNXPROD64G008;poweredOff;False;8;1
LNXPROD64G010;poweredOff;False;8;1
LNXPROD64G012;poweredOff;False;8;1
LNXPROD64G013;poweredOff;False;8;1
LNXPROD64G014;poweredOff;False;8;1
LNXPROD64G015;poweredOn;False;8;1
LNXPROD64G016;poweredOff;False;8;1
LNXPROD64G017;poweredOff;False;8;1
LNXPROD64G018;poweredOff;False;8;1
LNXPROD64G019;poweredOn;False;8;1
LNXPROD64G020;poweredOn;False;8;1
LNXPROD64G021;poweredOn;False;8;1
LNXPROD64G24;poweredOff;False;8;1
LNXPROD64G39;poweredOff;False;8;1
LNXPROD64G40;poweredOff;False;8;1
LNXPROD64G41;poweredOff;False;8;1
LNXPROD64G42;poweredOff;False;8;1
LNXPROD64G45;poweredOff;False;8;1
LNXPROD64G46;poweredOff;False;8;1
LNXPROD64G47;poweredOff;False;8;1
LNXPROD64G50;poweredOn;False;8;1
LNXPROD64G51;poweredOff;False;8;1
LNXPROD64G52;poweredOff;False;8;1
LNXPROD64G54;poweredOff;False;8;1
LNXPROD64G55;poweredOn;False;8;1
LNXPROD64G56;poweredOff;False;8;1
LNXPROD64G57;poweredOn;False;8;1
LNXPROD64G58;poweredOn;False;8;1
LNXPROD64G59;poweredOn;False;8;1
LNXPROD64G60;poweredOff;False;8;1
LNXPROD64G61;poweredOn;False;8;1
LNXPROD64G66;poweredOn;False;8;1
LNXPROD64G68;poweredOff;False;8;1
LNXPROD64G69;poweredOff;False;8;1
LNXPROD64G70;poweredOff;False;8;1
LNXPROD64G71;poweredOn;False;8;1
LNXPROD64G72;poweredOff;False;8;1
LNXPROD64G73;poweredOff;False;8;1
LNXPROD64G74;poweredOn;False;8;1
LNXPROD64G75;poweredOff;False;8;1
LNXPROD64G76;poweredOff;False;8;1
LNXPROD64G77;poweredOn;False;8;1
LNXPROD64G78;poweredOn;False;8;1
LNXPROD64G79;poweredOff;False;8;1
LNXPROD64G80;poweredOn;False;8;1
LNXPROD64G81;poweredOff;False;8;1
LNXPROD64G82;poweredOn;False;8;1
LNXPROD64G83;poweredOff;False;8;1
LNXPROD64G85;poweredOn;False;8;1
LNXPROD64G86;poweredOn;False;8;1
LNXPROD64G87;poweredOn;False;8;1
LNXPROD64G88;poweredOff;False;8;1
LNXPROD64G89;poweredOff;False;8;1
LNXPROD64G90;poweredOff;False;8;1
LNXPROD64G91;poweredOn;False;8;1
LNXPROD64G92;poweredOn;False;8;1
LNXPROD64G93;poweredOff;False;8;1
LNXPROD64G95;poweredOff;False;8;1
LNXPROD64G96;poweredOff;False;8;1
LNXPROD64G97;poweredOff;False;8;1
LNXPROD64G98;poweredOff;False;8;1
LNXPROD64G99;poweredOn;False;8;1
LNXPROD64GIC01;poweredOn;False;8;1
LNXPROD64GIC02;poweredOn;False;8;1
LNXPROD64GIC03;poweredOn;False;8;1
lnxprod64gIC-template-140423;poweredOff;False;8;1
lnxprod64gIC-template-240423;poweredOff;False;8;1
lnxprod64g-IC-template-CAXLNX-060822;poweredOff;False;8;1
lnxprod64g-template-030722_v2;poweredOff;True;8;1
lnxprod64g-template-CAX-140423;poweredOff;True;8;1
lnxprod64g-template-CAXLNX-140423;poweredOff;True;8;1
lnxprod64g-template-CAXLNX-240423;poweredOff;False;8;1
lnxprod-master-hpc-02052023;poweredOff;False;8;1
lnxprod-master-hpc-13122023;poweredOff;False;8;1
lnxprod-master-hpc-poc-rhel8;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-128gic-v1-1311;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-128gic-v1-1312;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-128gic-v2-2111;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-128gp-1.0-09052023;poweredOff;True;8;1
lnxprod-master-tmpl-hpc-128gp-1.0-11052023;poweredOff;True;8;1
lnxprod-master-tmpl-hpc-128gp-1.0-22052023;poweredOff;True;8;1
lnxprod-master-tmpl-hpc-128gp-v1-1311;poweredOff;True;8;1
lnxprod-master-tmpl-hpc-128gp-v1-310124;poweredOff;True;8;1
lnxprod-master-tmpl-hpc-256gic-v1-1311;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-256gic-v1-1312;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-256gic-v1-2507;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-256gic-v2-2111;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-64gic-v1-1311;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-64gic-v1-1312;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-64gic-v1-2507;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-64gic-v2-2111;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-64gic-v2-2507;poweredOff;False;8;1
lnxprod-master-tmpl-hpc-64gp-1.0-22052023;poweredOff;True;8;1
lnxprod-master-tmpl-hpc-64gp-v1-26042023;poweredOff;True;8;1
lnxprod-template-master-11032023_NVIDIA_TEST;poweredOff;True;8;1
lnxprod-template-master-11032023_v2;poweredOff;False;8;1
LNXRHEL801;poweredOn;False;8;1
OLD_W10CAX0523CAP01;poweredOff;False;12;1
OLD_W10MASCAX_21H2_0124;poweredOff;False;12;1
OLD_W10MASCAX_21H2_0623;poweredOff;False;12;1
OLD_W10MASCAX_22H2_0224;poweredOff;False;12;1
OLD_W10MASOFI_20H2_0123_O365;poweredOff;False;8;1
OLD_W10MASOFI_21H2_0223_O2016;poweredOff;False;8;1
OLD_W10MASOFI_21H2_0223_O365;poweredOff;False;8;1
OLD_W10MASOFI_21H2_0523;poweredOff;False;8;1
OLD_W10MASOFI_22H2_1023;poweredOff;False;8;1
OLD_W10MASOFI_22H2-POOL_PERST;poweredOff;False;8;1
replica-011d8e2c-8a24-42ac-ab71-be420d8b8961;poweredOff;False;6;1
replica-82b90dc8-f6ae-4986-b6d7-cd50b0d133d4;poweredOff;False;6;1
replica-d34f246f-cfe3-4b9e-af0f-290e19256bba;poweredOff;False;6;1
replica-da3835db-3c5f-43d3-9825-3b70029e6fa9;poweredOff;False;6;1
replica-f3e953fe-bb9e-47b2-8212-62fd6bf1ef5b;poweredOff;False;6;1
SEESMTSCOW10001;poweredOn;False;8;1
SEESMTSCOW10002;poweredOn;False;8;1
SEESMTSCOW10003;poweredOn;False;8;1
SEESMTSCOW10004;poweredOn;False;8;1
SEESMTSCOW10005;poweredOn;False;8;1
SEESMTSCOW10006;poweredOn;False;8;1
SEESMTSCOW10007;poweredOn;False;8;1
SEESMTSCOW10008;poweredOn;False;8;1
SEESMTSCOW10009;poweredOn;False;8;1
SEESMTSCOW10010;poweredOn;False;8;1
SEESMTSCOW10011;poweredOn;False;8;1
SEESMTSCOW10013;poweredOn;False;8;1
SEESMTSCOW10015;poweredOn;False;8;1
SEESMTSCOW10016;poweredOn;False;8;1
SEESMTSCOW10018;poweredOn;False;8;1
SEESMTSCOW10020;poweredOn;False;8;1
SEESMTSCOW10038;poweredOff;False;8;0
SEESMTSCOW11001;poweredOn;False;8;1
SEESMTSCOW11002;poweredOn;False;8;1
SEESMTSCOW11003;poweredOn;False;8;1
SEESMTSCOW11004;poweredOn;False;8;1
SEESMTSCOW11005;poweredOn;False;8;1
SEESMTSCVTO0001;poweredOn;False;8;1
SEESMTSCVTO0002;poweredOn;False;8;1
SEESMTSCVTO0003;poweredOn;False;8;1
SEESMTSCVTO0004;poweredOn;False;8;1
SEESMTSCVTO0005;poweredOn;False;8;1
SEESMTSCVTO0006;poweredOn;False;8;1
SEESMTSCVTO0007;poweredOn;False;8;1
SEESMTSCVTO0008;poweredOn;False;8;1
SEESMTSCVTO0013;poweredOn;False;8;1
SEESMTSCVTO0014;poweredOn;False;8;1
SEESMTSCX102001;poweredOn;False;12;1
SEESMTSCX102002;poweredOn;False;12;1
SEESMTSCX102003;poweredOn;False;12;1
SEESMTSCX102005;poweredOn;False;12;1
SEESMTSCX102008;poweredOn;False;12;1
SEESMTSCX104001;poweredOn;False;12;1
SEESMTSCX104002;poweredOn;False;12;1
SEESMTSCX104003;poweredOn;False;12;1
SEESMTSCX104004;poweredOn;False;12;1
SEESMTSCX104005;poweredOn;False;12;1
SEESMTSCX104006;poweredOn;False;12;1
SEESMTSCX104007;poweredOn;False;12;1
SEESMTSCX104008;poweredOn;False;12;1
SEESMTSCX104009;poweredOn;False;12;1
SEESMTSCX104010;poweredOn;False;12;1
SEESMTSCX104011;poweredOn;False;12;1
SEESMTSCX104301;poweredOn;False;12;1
SEESMTSCX104302;poweredOn;False;12;1
SEESMTSCX108001;poweredOn;False;12;1
SEESMTSCX108002;poweredOn;False;12;1
SEESMTSCX108003;poweredOn;False;12;1
SEESMTSCX108004;poweredOn;False;12;1
SEESMTSPOC10001;poweredOn;False;8;1
SEESMTSPOC10002;poweredOn;False;8;1
SEESMTSPOC10003;poweredOn;False;8;1
SEESMTSPOC10004;poweredOn;False;8;1
SEESMTSPOC10005;poweredOn;False;8;1
SEESMTSPOC10006;poweredOn;False;8;1
SEESMTSSGAOP004;poweredOn;False;4;2
SEESMTSSGAOP049;poweredOn;False;4;2
SEESMTSSGAOP058;poweredOn;False;4;2
SEESMTSSGAOP067;poweredOn;False;4;2
SEESMTSSGAWP450;poweredOn;False;2;2
SEESMTSSGAWP659;poweredOn;False;2;2
SEESMTSSGAWP660;poweredOn;False;2;2
SEESMTSSGAWP661;poweredOn;False;2;2
Template_veeam_proxy_CAX;poweredOff;True;4;1
Template_veeam_proxy_CAX_LNX;poweredOff;True;4;1
Template_veeam_proxy_CAX_LNX_HPC;poweredOff;True;4;1
Template_veeam_proxy_OFIMATICA;poweredOff;True;4;1
VDIPARENT;poweredOff;True;6;1
W10BKPCAX_20H2_0123_ultima_20H2;poweredOff;False;12;1
W10BKPCAX_21H2_1123;poweredOff;False;12;1
W10BKPCAX_21H2_1223;poweredOff;False;12;1
W10BKPCAX_22H2_0124;poweredOff;False;12;1
W10BKPCAX_22H2_0224;poweredOff;False;12;1
W10BKPCAX_22H2_1123;poweredOff;False;12;1
W10BKPCAX_22H2_1223;poweredOff;False;12;1
W10BKPCAX_22H2_CONNECTv8.2_0224;poweredOff;False;12;1
W10BKPCAX_22H2_GRIv12_0124;poweredOff;False;12;1
W10BKPOFI_02016_21H2_0223_ultima_O2016;poweredOff;False;8;1
W10BKPOFI_21H2_0124;poweredOff;False;8;1
W10BKPOFI_21H2_0224;poweredOff;False;8;1
W10BKPOFI_21H2_1223;poweredOff;False;8;1
W10BKPOFI_22H2_0124;poweredOff;False;8;1
W10BKPOFI_22H2_0224;poweredOff;False;8;1
W10BKPOFI_22H2_1223;poweredOff;False;8;1
W10BKPOFI_O2016_20H2_0123_ultima_20H2;poweredOff;False;8;1
W10BKPOFI_O365_20H2_JENKINS_0922;poweredOff;False;6;1
W10BKPOFI_O365_20H2_LONDRINA_0922;poweredOff;False;6;1
W10CAPCAX22H2-0124-NEW;poweredOff;False;12;1
W10CAX0423CAP01_OLD;poweredOff;False;12;1
W10CAX0723CAP01_OLD;poweredOff;False;12;1
W10CAX1909CAP01;poweredOff;False;6;1
W10CAX2009CAP01_OLD;poweredOff;False;8;1
W10CAX2009CAP01-MIGRACION;poweredOff;False;6;1
W10LONDRINA_2OH2_0323_O365;poweredOn;False;6;1
W10MASCAX_21H2_170423_ultima _O2016;poweredOff;False;12;1
W10MASCAX_21H2_M23;poweredOff;False;12;1
W10MASCAX_22H2_0224;poweredOn;False;12;1
W10MASCAX_22H2_1023_TEST_TOOLS;poweredOff;False;12;1
W10MASCAX_CONNECv8.2_22H2_0224;poweredOn;False;12;1
W10MASCAX20H3;poweredOff;False;12;1
W10MASOFI_21H2_0224;poweredOn;False;8;1
W10MASOFI_21H2_M23_O2016;poweredOff;False;8;1
W10MASOFI_21H2_M23_O365;poweredOff;False;8;1
W10MASOFI_22H2_0224;poweredOn;False;8;1
W10OFI20H2CAP01;poweredOff;False;6;1
W10OFI20H2CAP02-MIGRACION;poweredOff;False;6;1
W10PC2QCNT0224;poweredOff;False;12;1
W10PC4QCNT0224;poweredOff;False;12;1
W10PC8QCNT0224;poweredOff;False;12;1
W10PPC_CONNECT_V8.2;poweredOff;False;12;1
W10PPC4Q-GRIv12-22H2-0124;poweredOff;False;12;1
W10PRECAXPPC_CONNECT_V8.2;poweredOff;False;12;1
W10PRODCAX2Q-21H2_0923;poweredOff;False;12;1
W10PRODCAX2Q-22H2_0124;poweredOff;False;12;1
W10PRODCAX2Q-22H2_1023;poweredOff;False;12;1
W10PRODCAX2Q-22H2_1123;poweredOff;False;12;1
W10PRODCAX2Q-22H2_1223;poweredOff;False;12;1
W10PRODCAX2Q-GRIv12-22H1-0124;poweredOff;False;12;1
W10PRODCAX4Q-21H2_0923;poweredOff;False;12;1
W10PRODCAX4Q-22H2_0124;poweredOff;False;12;1
W10PRODCAX4Q-22H2_1023;poweredOff;False;12;1
W10PRODCAX4Q-22H2_1123;poweredOff;False;12;1
W10PRODCAX4Q-22H2_1223;poweredOff;False;12;1
W10PRODCAX4Q-GRIv12-22H1-0124;poweredOff;False;12;1
W10PRODCAX8Q-21H2_0923;poweredOff;False;12;1
W10PRODCAX8Q-22H2_0124;poweredOff;False;12;1
W10PRODCAX8Q-22H2_1023;poweredOff;False;12;1
W10PRODCAX8Q-22H2_1123;poweredOff;False;12;1
W10PRODCAX8Q-22H2_1223;poweredOff;False;12;1
W10PRODCAX8Q-GRIv12-22H1-0124;poweredOff;False;12;1
W10PRODOFI-22H2_1023;poweredOff;False;8;1
W10PRODOFI-22H2-0124;poweredOff;False;8;1
W10PRODOFI-22H2-0224;poweredOff;False;8;1
W10PRODOFI-22H2-0923;poweredOff;False;8;1
W10PRODOFI-22H2-1023T;poweredOff;False;8;1
W10PRODOFI-22H2-1123;poweredOff;False;8;1
W10PRODOFI-22H2-1223;poweredOff;False;8;1
W10PRODPRE0FI-21H2-1223;poweredOff;False;8;1
W10PRODPREOFI-21H2-0124;poweredOff;False;8;1
W10PRODPREOFI-21H2-0224;poweredOff;False;8;1
W10PRODPREOFI-21H2-0923;poweredOff;False;8;1
W10PRODPREOFI-21H2-1023;poweredOff;False;8;1
W10PRODPREOFI-21H2-1023T;poweredOff;False;8;1
W10PROPREDCAX-21H2_1023;poweredOff;False;12;1
W10PROPREDCAX-21H2-1223;poweredOff;False;12;1
W10PROPREDCAX-22H2_0923;poweredOff;False;12;1
W11BKPOFI_22H2_0224;poweredOff;False;8;1
W11MASOFI_22H2_0224;poweredOff;False;8;1
W11MASOFI_22H2_0224-V1;poweredOff;False;8;1
0_CLON_27022024_MIDDLEWARE_SEESMTSAPAWP646;poweredOn;False;4;4
MRTFDCA02SGC;poweredOn;False;16;6
MRTFDCB02SGC;poweredOn;False;16;6
SEESMTSAPAWP639;poweredOn;False;4;7
SEESMTSAPAWP640;poweredOn;False;4;3
SEESMTSAPAWP645;poweredOn;False;4;4
SEESMTSAPAWP646;poweredOn;False;4;4
SEESMTSAPAWP647;poweredOn;False;4;4
SEESMTSAPAWP648;poweredOn;False;4;4
SEESMTSAPAWP649;poweredOn;False;4;3
SEESMTSAPAWP650;poweredOn;False;4;3
SEESMTSAPAWP651;poweredOn;False;4;3
SEESMTSAPAWP652;poweredOn;False;4;3
SEESMTSAPAWP655;poweredOn;False;2;3
SEESMTSAPAWP656;poweredOn;False;2;3
SEESMTSDBAWP653;poweredOn;False;2;3
SEESMTSDBAWP654;poweredOn;False;2;3
SEESMTSSAAUZ004;poweredOn;False;4;1
SEESMTSSAAUZ005;poweredOn;False;4;1
SEESMTSSAAUZ006;poweredOn;False;4;1
SEESMTSSGAOP002;poweredOn;False;4;2
SEESMTSSGAOP003;poweredOn;False;4;2
SEESMTSSGAOP194;poweredOn;False;4;3
SEESMTSSGAOP195;poweredOn;False;24;4
SEESMTSSGAOP196;poweredOn;False;4;3
SEESMTSSGAOP197;poweredOn;False;4;3
Template_veeam_proxy_MGM;poweredOff;True;1;1
0_19012024_afectado_seguridad_Ivanti_SEESMTSCOAWP719;poweredOff;False;12;1
0_BAJA_08112023_CR20682837_SEESMTSAPAWC470;poweredOff;False;2;2
0_BAJA_08112023_CR20682837_SEESMTSAPAWC471;poweredOn;False;2;2
0_BAJA_08112023_CR20682837_SEESMTSAPAWP741;poweredOn;False;8;2
0_BAJA_08112023_CR20682837_SEESMTSAPBWP742;poweredOn;False;8;2
0_BAJA_12102022_CR20443440_dmsbackbone;poweredOn;False;4;2
0_BAJA_17042023_CR20560772_SEESMTSWEAWC011;poweredOn;False;4;1
0_BAJA_25012023_CR20506045_ESEATMAUV00055;poweredOn;False;2;2
0_BAJA_CR20406051_ESEATMASV00093;poweredOn;False;2;2
0_CLON_07102023_CR20664262_MQQSREPSRV01;poweredOff;False;4;2
0_CLON_07102023_CR20664262_MQQSREPSRV02;poweredOff;False;4;2
0_CLON_09122023_UNIX_CR20704793_SEESMTSDBAUP269;poweredOff;False;8;2
0_CLON_09122023_UNIX_CR20704793_SEESMTSDBAUP270;poweredOff;False;8;2
0_CLON_09122023_UNIX_CR20704793_SEESMTSSAAUP185;poweredOff;False;4;2
0_CLON_09122023_UNIX_CR20704793_SEESMTSSABUP186;poweredOff;False;4;2
0_CLON_13022024_UNIX_CR20745866 _SEESMTSSAAUP014;poweredOff;False;32;1
0_CLON_25112023_UNIX_CR20700513_SEESMTSAPAUP276;poweredOff;False;4;2
0_CLON_CR20695947_WINTEL_SQL2k19_27_11_SEESMTSSABWC453;poweredOff;False;6;2
0_CLON_SEESMTSAPAUP276;poweredOff;False;4;2
0_CLON_SEESMTSAPAUP277;poweredOff;False;4;2
0_CLON_SEESMTSAPAUP312;poweredOff;False;4;2
0_clon_seesmtsdbawc075;poweredOff;False;2;2
0_CLON_SEESMTSSAAWP695;poweredOff;False;8;2
0_CLON_SEESMTSSABWP696;poweredOff;False;8;2
0_CLON_SEESMTSWEAWP698;poweredOff;False;6;2
0_CLON_WINTEL_23_09_ESEATMASV01196_CR20594739;poweredOn;False;4;2
0_CLON_WINTEL_24_11_SEESMTSSABWC453_CR20695947;poweredOff;False;6;2
0_DELETE_CR20695947_SEESMTSSABWC453;poweredOff;False;6;2
0_ESEATMASV00135_RESTORED;poweredOff;False;8;4
0_ESEATMASVC00024_old;poweredOn;False;2;2
0_NO _ARRANCAR_SEESMTSSABUP186_RH8;poweredOff;False;4;2
0_NO_ARRANCAR_SEESMTSSAAUP185_RH8;poweredOff;False;4;2
0_PRUEBA_06092022_BACKUP_RESTOREW2016;poweredOn;False;2;1
0_PRUEBA_RH8TCLUS01;poweredOn;False;2;1
0_PRUEBA_RH8TCLUS02;poweredOn;False;2;1
0_PRUEBA_SEESMTSWVAUT026_CLON_FSX;poweredOn;False;2;2
0_SEESMTSWVAUP187_old;poweredOff;False;2;4
0_SEESMTSWVAUP188_old;poweredOff;False;2;4
0_TEMPLATE_RH79;poweredOn;False;2;1
0_TEMPLATE_RH89_SEESMTSWVAUT026;poweredOn;False;2;2
0_Template_veeam_proxy_MGM;poweredOff;True;1;1
0_TEMPLATE_W2022_DATACENTER_v1_clon;poweredOff;True;4;1
AA_TEMPLATE_RH79_20240118;poweredOff;False;2;1
AA_TEMPLATE_RH79_maquetaV1;poweredOff;False;2;1
AA_TEMPLATE_RH88_20240118;poweredOff;False;2;2
AA_TEMPLATE_RH89_maquetaV1;poweredOff;True;2;2
atbaensrv01;poweredOn;False;4;2
ATBCRMSRV01;poweredOn;False;2;2
ATBKABSRV01;poweredOn;False;2;2
atblinsrv01;poweredOn;False;6;2
ATBPPMSRV02;poweredOn;False;2;2
biliku;poweredOn;False;2;2
EGBXBASF11001;poweredOn;False;8;2
ESEATMASV00052;poweredOn;False;8;2
eseatmasv00067;poweredOn;False;2;2
eseatmasv00068;poweredOn;False;2;2
ESEATMASV00072;poweredOn;False;2;2
ESEATMASV00073;poweredOn;False;4;2
ESEATMASV00075;poweredOn;False;2;2
ESEATMASV00076;poweredOn;False;4;2
ESEATMASV00080;poweredOn;False;4;2
ESEATMASV00081;poweredOn;False;4;2
ESEATMASV00082;poweredOn;False;4;2
ESEATMASV00083;poweredOn;False;4;2
ESEATMASV00084;poweredOn;False;6;2
ESEATMASV00085;poweredOn;False;6;2
ESEATMASV00086;poweredOn;False;8;2
ESEATMASV00087;poweredOn;False;8;2
eseatmasv00090;poweredOn;False;2;2
eseatmasv00092;poweredOn;False;2;2
ESEATMASV00093;poweredOn;False;2;2
ESEATMASV00094;poweredOn;False;2;2
ESEATMASV00095;poweredOn;False;4;2
eseatmasv00096;poweredOn;False;6;2
eseatmasv00097;poweredOn;False;6;2
ESEATMASV00110;poweredOn;False;2;2
ESEATMASV00112;poweredOn;False;2;2
ESEATMASV00121;poweredOn;False;4;2
ESEATMASV00125;poweredOn;False;2;2
ESEATMASV00129;poweredOn;False;4;2
ESEATMASV00131;poweredOn;False;1;2
ESEATMASV00134;poweredOn;False;2;2
ESEATMASV00135;poweredOn;False;8;3
ESEATMASV00142;poweredOn;False;4;2
ESEATMASV00150;poweredOn;False;8;2
ESEATMASV00151;poweredOn;False;8;2
ESEATMASV00152;poweredOn;False;4;2
ESEATMASV00153;poweredOn;False;4;2
ESEATMASV00186;poweredOn;False;16;2
eseatmasv00187;poweredOn;False;2;1
eseatmasv00189;poweredOn;False;2;2
eseatmasv00194;poweredOn;False;4;2
eseatmasv00196;poweredOn;False;4;2
eseatmasv00217;poweredOn;False;4;2
eseatmasv00218;poweredOn;False;4;2
eseatmasv00225;poweredOn;False;1;2
ESEATMASV00226;poweredOn;False;1;2
ESEATMASV00228;poweredOn;False;2;2
ESEATMASV00272;poweredOn;False;4;2
ESEATMASV00282;poweredOn;False;4;2
ESEATMASV00283;poweredOn;False;2;2
ESEATMASV00284;poweredOn;False;1;2
eseatmasv00286;poweredOn;False;12;2
ESEATMASV00312;poweredOn;False;12;2
ESEATMASV00314;poweredOn;False;2;2
ESEATMASV00343;poweredOn;False;12;2
eseatmasv00387;poweredOn;False;1;2
ESEATMASV00403;poweredOn;False;4;2
ESEATMASV00404;poweredOn;False;4;2
ESEATMASV00406;poweredOn;False;4;2
ESEATMASV00408;poweredOn;False;6;2
Eseatmasv00419;poweredOn;False;4;2
Eseatmasv00420;poweredOn;False;4;2
ESEATMASV00421;poweredOn;False;2;2
Eseatmasv00422;poweredOn;False;2;2
Eseatmasv00423;poweredOn;False;4;2
Eseatmasv00424;poweredOn;False;4;2
ESEATMASV00430;poweredOn;False;4;2
ESEATMASV00431;poweredOn;False;4;2
ESEATMASV00432;poweredOn;False;2;2
ESEATMASV00441;poweredOn;False;6;2
ESEATMASV00442;poweredOn;False;6;2
ESEATMASV00443;poweredOn;False;6;2
ESEATMASV00444;poweredOn;False;6;2
ESEATMASV00445;poweredOn;False;6;2
ESEATMASV00446;poweredOn;False;6;2
ESEATMASV00447;poweredOn;False;6;2
ESEATMASV00448;poweredOn;False;6;2
ESEATMASV00450;poweredOn;False;8;2
ESEATMASV00451;poweredOn;False;6;2
ESEATMASV00452;poweredOn;False;4;2
ESEATMASV00453;poweredOn;False;4;2
ESEATMASV00489;poweredOn;False;8;2
ESEATMASV00490;poweredOn;False;8;2
ESEATMASV00491;poweredOn;False;8;2
ESEATMASV00492;poweredOn;False;8;2
ESEATMASV00493;poweredOn;False;8;2
ESEATMASV00494;poweredOn;False;8;2
ESEATMASV00495;poweredOn;False;8;2
ESEATMASV00496;poweredOn;False;8;2
ESEATMASV00502;poweredOn;False;4;2
ESEATMASV00503;poweredOn;False;4;2
ESEATMASV00525;poweredOn;False;2;2
ESEATMASV00538;poweredOn;False;4;2
ESEATMASV00539;poweredOn;False;4;2
ESEATMASV00541;poweredOn;False;4;2
ESEATMASV00542;poweredOn;False;4;2
ESEATMASV00543;poweredOn;False;4;2
ESEATMASV00547;poweredOn;False;8;2
ESEATMASV00548;poweredOn;False;8;2
ESEATMASV00549;poweredOn;False;8;2
ESEATMASV00550;poweredOn;False;8;2
ESEATMASV00551;poweredOn;False;8;2
ESEATMASV00552;poweredOn;False;8;2
ESEATMASV00563;poweredOn;False;6;2
ESEATMASV00564;poweredOn;False;6;2
ESEATMASV00574;poweredOff;False;4;5
